row_id,issue_date,permit_date,year,month_number,job_category,job_description,building_type,work_type,construction_value,floor_area,units_added,address,legal_description,zoning,neighbourhood_numberr,neighbourhood,bia,count,latitude,longitude,location,geometry_point,occupancy_granted_date
20-275650652,2019-12-12T00:00:00.000,2019-12-12T00:00:00.000,2019,12,Commercial Final,To construct a PARKADE/FOUNDATION ONLY for future seniors care facility - Clifton Place.,Engineering (490),(01) New,3619200,,0,10150 - CLIFTON PLACE NW,Plan 2022709 Blk 39 Lot 11,DC2,3440,WESTMOUNT,124 Street and Area,1,53.54220718492192,-113.5388081294073,"{'latitude': '53.54220718492192', 'longitude': '-113.5388081294073', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5388081294073, 53.54220718492192]}",
12-163842989,2017-03-01T00:00:00.000,2017-03-01T00:00:00.000,2017,3,Commercial Final,To construct interior alterations to an existing building for Charm Optical. Scope of work includes 1 barrier-free washroom.,Office Buildings (520),(03) Interior Alterations,160000,1250,0,5035 - ELLERSLIE ROAD SW,Plan 1422177 Blk 30 Lot 3,DC1,6662,WALKER,,1,53.42378822326454,-113.42020828770451,"{'latitude': '53.42378822326454', 'longitude': '-113.42020828770451', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.42020828770451, 53.42378822326454]}",
45-79675822,2017-05-02T00:00:00.000,2017-05-02T00:00:00.000,2017,5,Commercial Final,To construct interior alterations to an existing Professional Use building for Newsham Insurance. Scope of work includes one 2hr demising wall and one barrier-free washroom.,Office Buildings (520),(03) Interior Alterations,165900,721.78,0,"202, 16733 - 84 STREET NW",Plan 9926453 Blk 12 Lot 124,CN,2440,KLARVATTEN,,1,53.6292369861784,-113.46961168393598,"{'latitude': '53.6292369861784', 'longitude': '-113.46961168393598', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.46961168393598, 53.6292369861784]}",
0-314590673,2019-09-16T00:00:00.000,2019-09-16T00:00:00.000,2019,9,Commercial Final,"To construct interior alterations to a suite in a mixed use building, ''Greenhouse Retail''. Construct a 2 hour rated demising wall, add new barrier-free bathroom, update emergency lighting and complete interior finishes.",Retail and Shops (510),(03) Interior Alterations,11000,1554,0,9610 - 111 AVENUE NW,SW-9-53-24-4,MU,1010,ALBERTA AVENUE,,1,53.55941393430225,-113.49051057792838,"{'latitude': '53.55941393430225', 'longitude': '-113.49051057792838', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.49051057792838, 53.55941393430225]}",
8-324349129,2019-11-01T00:00:00.000,2019-11-01T00:00:00.000,2019,11,Commercial Final,"To construct interior alterations to an existing suite - Closing up demising wall, adding offices and barrier free washroom. - Det'on Cho Logistics.",Office Buildings (520),(03) Interior Alterations,40600,,0,11311 - 166A STREET NW,Plan 2477KS Blk 1 Lot 7,IM,4600,WEST SHEFFIELD INDUSTRIAL,,1,53.5626150680454,-113.60561061400061,"{'latitude': '53.5626150680454', 'longitude': '-113.60561061400061', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.60561061400061, 53.5626150680454]}",
36-282315059,2019-09-10T00:00:00.000,2019-09-10T00:00:00.000,2019,9,Commercial Final,"To construct interior alterations within a suite/tenant space of a commercial mixed use building, ''Daycare''. Initial tenant fit up, construct interior partition walls, update fire alarm system, update sprinkler system, 5 washrooms plus 2 barrier-free washrooms.","Day Cares, Nursing Homes (650)",(03) Interior Alterations,150000,,0,"208, 6450 - CARTMELL PLACE SW",Condo Common Area (Plan 2021101),"CB2, CB2",5462,CHAPPELLE AREA,,1,53.39722228962311,-113.5701374388974,"{'latitude': '53.39722228962311', 'longitude': '-113.5701374388974', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5701374388974, 53.39722228962311]}",
1-325595533,2020-05-07T00:00:00.000,2020-05-07T00:00:00.000,2020,5,Commercial Final,To construct interior/exterior alterations to an existing continuing care centre (roof top patio accessible from the 4th floor) - Edmonton General Hospital.,Hospitals (640),(03) Interior Alterations,354800,1216.32,0,11111 - JASPER AVENUE NW,Plan NB Blk 11 Lots 31-56,UF,1151,WÎHKWÊNTÔWIN,,1,53.53987441955332,-113.51303047880194,"{'latitude': '53.53987441955332', 'longitude': '-113.51303047880194', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.51303047880194, 53.53987441955332]}",
2-375992009,2020-12-16T00:00:00.000,2020-12-16T00:00:00.000,2020,12,Commercial Final,"To change the use from a General Retail Store to a Heath Service and to construct interior alterations, ''Acupuncture/Massage Clinic''. Tenant fit up. 1 Barrier free washroom, 2 Hour demising walls.",Retail and Shops (510),(03) Interior Alterations,100000,1080,0,16713 - 127 STREET NW,Plan 1321434 Blk 1 Lot 2,CG,3370,RAPPERSWILL,,1,53.63056370883696,-113.53950592784368,"{'latitude': '53.63056370883696', 'longitude': '-113.53950592784368', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53950592784368, 53.63056370883696]}",
26-226328083,2019-02-28T00:00:00.000,2019-02-28T00:00:00.000,2019,2,Commercial Final,"To construct interior alterations to an industrial building (Building 1), Original Tenant fit up. Offices at front of building, including 2 barrier free washrooms, 2 shop washrooms, Adding 1 RTU.","Storage Buildings, Warehouses (460)",(03) Interior Alterations,25000,,0,5707 - 125A AVENUE NW,Plan 9721862 Blk 25 Lot 31,IM,2360,INDUSTRIAL HEIGHTS,,1,53.58221743281392,-113.4296191043651,"{'latitude': '53.58221743281392', 'longitude': '-113.4296191043651', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4296191043651, 53.58221743281392]}",
1-80166187,2017-01-27T00:00:00.000,2017-01-27T00:00:00.000,2017,1,Commercial Final,To construct interior /exterior alterations to an Industrial Use building -  two additions (single storey office and loading dock ramp) and interior (to contruct 5 mezzanines in existing building),"Storage Buildings, Warehouses (460)",(02) Addition,1100000,2268,0,4112 - 91A STREET NW,Plan 8822322 Blk 22 Lots 19-20,BE,6700,STRATHCONA INDUSTRIAL PARK,,1,53.477366687813095,-113.4690793961823,"{'latitude': '53.477366687813095', 'longitude': '-113.4690793961823', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4690793961823, 53.477366687813095]}",
1-346335545,2019-12-20T00:00:00.000,2019-12-20T00:00:00.000,2019,12,Commercial Final,"To construct interior alterations - Floors 7 through 10 only (tenant improvement with demo & new floor plan, barrier free washrooms, new ceilings, lighting, HVAC, electrical & exit signs) - Forestry Building.",Office Buildings (520),(03) Interior Alterations,5292000,52915.33,0,"7FL, 9920 - 108 STREET NW",Plan NB Blk 8 Lot 63,CMU,1090,DOWNTOWN,Downtown,1,53.53784488161717,-113.50711953848285,"{'latitude': '53.53784488161717', 'longitude': '-113.50711953848285', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50711953848285, 53.53784488161717]}",
3-188427147,2017-02-10T00:00:00.000,2017-02-10T00:00:00.000,2017,2,Commercial Final,"To change the Use from Industrial to Assembly (50 seats) and to construct interior and exterior alterations (new partition, new exterior ramp and exterior door) - Bethel Eritrean Evangelical Church.",Religious Buildings (660),(03) Interior Alterations,250000,,0,6740 - 121 AVENUE NW,Plan 0024694 Lot K,BE,2550,MONTROSE,,1,53.57548779556078,-113.4462669864956,"{'latitude': '53.57548779556078', 'longitude': '-113.4462669864956', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.4462669864956, 53.57548779556078]}",
0-301181614,2019-01-23T00:00:00.000,2019-01-23T00:00:00.000,2019,1,Commercial Final,To construct interior alterations - 2 hour demising wall and 2 barrier free washrooms. - Kensington Mall,"Malls, Office/Retail (512)",(03) Interior Alterations,45000,,0,12522 - 132 AVENUE NW,Plan 4340MC Blk 12 Lot 3,CG,3250,KENSINGTON,,1,53.59281498976046,-113.53847874343045,"{'latitude': '53.59281498976046', 'longitude': '-113.53847874343045', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53847874343045, 53.59281498976046]}",
0-299931417,2019-05-23T00:00:00.000,2019-05-23T00:00:00.000,2019,5,Commercial Final,To construct interior alterations in an existing office building.  New elevator (LULA Lift).  Kingsway Business Centre.,Office Buildings (520),(03) Interior Alterations,65000,,0,11748 - KINGSWAY NW,Plan 6466MC Blk 18B Lot 15,BE,1111,BLATCHFORD AREA,Kingsway,1,53.56761649876383,-113.52206281348374,"{'latitude': '53.56761649876383', 'longitude': '-113.52206281348374', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52206281348374, 53.56761649876383]}",
3-233356745,2017-01-26T00:00:00.000,2017-01-26T00:00:00.000,2017,1,Commercial Final,To construct interior alterations to an existing retail commercial unit (Construction of barrier free universal toilet room),Retail and Shops (510),(03) Interior Alterations,3000,64,0,3815 - 99 STREET NW,Plan 9120758 Blk 4 Lot 7,BE,6700,STRATHCONA INDUSTRIAL PARK,,1,53.4723024292552,-113.48533875354501,"{'latitude': '53.4723024292552', 'longitude': '-113.48533875354501', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.48533875354501, 53.4723024292552]}",
1-360621737,2020-06-01T00:00:00.000,2020-06-01T00:00:00.000,2020,6,Commercial Final,"To construct exterior alterations to entrance of group D commercial building. Replacement of concrete sidewalk and ramp. ""OS LONGMAN BUILDING""",Office Buildings (520),(03) Interior Alterations,100000,3379.86,0,6909 - 116 STREET NW,Plan 4663AK Blk X,AJ,5530,UNIVERSITY OF ALBERTA FARM,,1,53.50608659308615,-113.52996262838344,"{'latitude': '53.50608659308615', 'longitude': '-113.52996262838344', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.52996262838344, 53.50608659308615]}",
0-293072871,2018-10-17T00:00:00.000,2018-10-17T00:00:00.000,2018,10,Commercial Final,"To construct interior alterations in an existing commercial office floor space.  New Barrier Free washroom.  AISH office, 5th floor, Westcor Building.",Office Buildings (520),(03) Interior Alterations,34700,88,0,"5FL, 12323 - STONY PLAIN ROAD NW",Plan 7721613 Blk 22 Lot 7,CO,"1150, 1151","OLIVER, WÎHKWÊNTÔWIN",124 Street and Area,1,53.54650974879526,-113.53539973317737,"{'latitude': '53.54650974879526', 'longitude': '-113.53539973317737', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.53539973317737, 53.54650974879526]}",
5-169857678,2017-06-07T00:00:00.000,2017-06-07T00:00:00.000,2017,6,Commercial Final,"To reconfigure 7 vehicular parking spaces, one of which is designated for use by persons with disabilities.  Overall a total of 24 parking stalls will be provided with two designated barrier free. ""Harvest Building"" - site development.",Office Buildings (520),(03) Exterior Alterations,1000,1,0,10908 - 107 AVENUE NW,Plan B4 Blk 9 Lot 180,MU,1180,QUEEN MARY PARK,North Edge,1,53.55172486954938,-113.50974403650196,"{'latitude': '53.55172486954938', 'longitude': '-113.50974403650196', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.50974403650196, 53.55172486954938]}",
6-344383985,2019-12-30T00:00:00.000,2019-12-30T00:00:00.000,2019,12,Commercial Final,"To construct selective partial interior alteration to accommodate the original scope stated by the building permit #344394399-002  in  A1 occupancy  - Royal Alberta Jubilee Auditorium. The selective interior alteration contains only the followings : ( interior selective demo light demolition and prep for the ramp in the  rehearsal room 2071, upgrade  Female & Male showers in the chorus dressing rooms 1088 &1092, install new barrier-free washroom in Java centre 1099)",Theatre and Performing Arts Ctrs (550),(03) Interior Alterations,5000,11638.68,0,11455 - 87 AVENUE NW,Plan 3991KS Blk B,AJ,5520,UNIVERSITY OF ALBERTA,,1,53.521763470494925,-113.5277639835187,"{'latitude': '53.521763470494925', 'longitude': '-113.5277639835187', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.5277639835187, 53.521763470494925]}",
0-259916193,2017-10-04T00:00:00.000,2017-10-04T00:00:00.000,2017,10,Commercial Final,"To construct interior alterations to ""Hong Park Tae Kwon Do College"" (converting barrier-free washroom into a coffee and juice bar).",Indoor Recreational Buildings (560),(03) Interior Alterations,25000,96,0,9159 - 25 AVENUE NW,Plan 9723169 Blk 15 Lot 6A,BE,6570,PARSONS INDUSTRIAL,,1,53.45351799884962,-113.46961791971516,"{'latitude': '53.45351799884962', 'longitude': '-113.46961791971516', 'human_address': '{""address"": """", ""city"": """", ""state"": """", ""zip"": """"}'}","{'type': 'Point', 'coordinates': [-113.46961791971516, 53.45351799884962]}",
