OBJECTID_1,join_OBJECTID,CUSTOMFOLDERNUMBER,FOLDERDESCRIPTION,FOLDERNAME,FOLDERTYPE,Subtype,Worktype,INDATE,ISSUEDATE,PROPERTYRSN,Status,Construction_Value,Dwelling_Units_Created,GFA,GFA__Accessory_Unit_,GFA__Basements_Alterations_,Infill_Lot,ConstructionStartDate,UnitsDemolished,AdjustedWorktype,StatusGroup,GlobalID,Number_of_Storeys,LEGALDESC,latitude,longitude
17395,2516308,2023 108742 000 00 RN,"Construction of a 2 storey dwelling with attached 3 car garage, garage man-door, elevator, covered front porch, rear covered terrace, enclosed main floor pool, rear second floor balconies, finished basement with kitchen; Nanny&rsquo;s suite with kitchenette, fireplaces (all levels); basement walk-up.",2036 Water's Edge Dr,RN,Single Family Detached Dwelling,New Const.,1684281600000,2023-11-10,11411,Issued,6000000,1,1079,539,0,Yes,1705276800000,,New Construction,Permit Issued,11358b8a-d460-42ca-aac6-3ad8e90a6803,2,PLAN M18 LOT 27   ,43.40172026537518,-79.69679873992071
17573,2557207,2022 133577 000 00 RN,Addition to add elevator and shaft to the side of a two storey dwelling,182 Brookfield Cres,RN,Single Family Detached Dwelling,New Const.,1671753600000,2023-02-02,103921,Issued,40000,1,4.07,0,0,No,,,New Construction,Permit Issued,d833666a-4520-46c1-9708-0caa8da7d403,2,PLAN 1 PT PARK LOT A PART WATER LOT PT BED LAKE ONTARIO RP 20R18509 PARTS 1 AND 2   ,43.43510136253419,-79.67357509760288
17685,2554133,2023 138601 000 00 RN,"REPEAT 23-126914, TASD5012
Construction of a 3-storey detached dwelling (2 story w/Loft) includes partially finished basement w/ basement 2 pce bath; gas fireplace on main level, double car garage, rear side yard deck, and a rear 3rd floor balcony. 
Lot 91, elevation A &ndash; options: Fin. Basement Bedroom w/3pce Bath, Cold Cellar, Basement Walk-up, Elevator, Chef Centre, 2nd Flr Deluxe Laundry and 2 rear Decks.",3168 Mariner Pass,RN,Single Family Detached Dwelling,New Const.,1700179200000,2024-04-11,124671,Closed,400000,1,388.11,111.8,0,No,1713139200000,,New Construction,Closed,753bdaf8-204e-41e8-bfee-1de785c422ef,3,PLAN M1272 LOT 91,43.48321955202284,-79.74088281241552
17763,2553029,2020 001457 000 00 RN,"Construction of a new two storey single detached dwelling. MODEL C38D The Millar - Elevs. EM, FR and TA.  This lot Elevation TA: 4bdrm with attached garage and covered porch; including Options of 3rd bath, Raised Bsmt Ceiling, Contemporary kitchen.    Other Options: Elevator Rough-in and 5 Bdrm plan",1503 Varelas,RN,Single Family Detached Dwelling,New Const.,1605657600000,2020-12-16,120353,Closed,549860,1,265.57,,,No,1610582400000,,New Construction,Closed,ca15d86d-1f55-4302-8c0b-d7fb5fa8cbda,2,PLAN 20M1229 LOT 86,43.5067520230695,-79.70583170997917
17853,2484895,2026 002348 000 00 BDP,"Construction of a 4-storey semi-detached building. This application pertains to two units under 368 LSRE (with one principal unit and one unit as an ARU).  Adjoining semi-detached is under 366 Lakeshore Road East.  Common basement mechanical room and main floor common fire alarm room.

Unit 1 368 Lakeshore Road East barrier free unit with separate stairs and elevator to third/fourth floor 2 bed 2.5 bath unit and roof top terrace. Unit 2 368 Lakeshore Road East with separate stairs leading to a second floor 2 bed 2 bath unit. Main floor integral garage.",368 Lakeshore Road E Unit 1,BDP,House - Part 3 - Town House Row,New Construction,1769040000000,,132674,Resubmission Required,4000000,2,955.25,0,256.84,Yes,,,New Construction,Permit in Progress,51cc2bb2-41fa-477b-8543-b01ae1c41d1b,4,PLAN 19 PT LOT 1   ,43.448999124322604,-79.66431127316211
17854,2484895,2026 130452 000 00 BDP,Construction of a 4-storey semi-detached building. This application pertains to the two units under 366 LSRE (with one principal unit and one unit as an ARU). Adjoining semi-detached found on 368 Lakeshore Road East. Common basement mechanical room and main floor common fire alarm room. Unit 1 366 Lakeshore Road East with separate stairs and elevator to third/fourth floor 2 bed 2.5 bath unit and roof top terrace. Unit 2 366 Lakeshore Road East with separate stairs to a second floor 2 bed 2 bath unit. Main floor integral garage.,366 Lakeshore Road E,BDP,House - Part 3 - Town House Row,New Construction,1767916800000,,132675,Resubmission Required,4000000,2,955.25,0,256.84,Yes,,,New Construction,Permit in Progress,c03ff6eb-1eac-43c8-9fe2-8b95a0ba43c4,4,PLAN 19 PT LOT 1   ,43.448999124322604,-79.66431127316211
18032,2523216,2025 121317 000 00 BDP,"Construction of two (2) story single family dwelling with attached garage, elevator, basement finish, storage room below back porch, front and rear covered porches.",517 Lees Lane,BDP,House - Part 9 - Detached House,New Construction,1762300800000,2026-05-04,7260,Issued,1300000,1,316.51,173.18,0,Yes,,,New Construction,Permit Issued,6be535c2-f65f-4763-af35-2609bbd452d1,2,PLAN 806 LOT 1   ,43.42613354674547,-79.70233885555459
18272,2532575,2025 123160 000 00 BDP,"Construction of a 2 storey single dwelling with finished basement, nanny room, basement walk-out and walk-up, elevator, cold room, attached garage, rear covered patio, front covered porch and skylights.",1575 Bayview Road,BDP,House - Part 9 - Detached House,New Construction,1762819200000,2026-04-22,6131,Issued,1500000,1,741.3,302.52,0,Yes,1779926400000,,New Construction,Permit Issued,a7d0834c-549d-4e02-b1e7-17be0e2c8226,2,PLAN 376 LOT 5   ,43.403828215449714,-79.69488765230568
18528,2527565,2024 212798 000 00 RN,"Construction of a 2 storey single dwelling with attached garage with side yard entrance, finished basement, covered front and rear porches, interior and exterior gas fireplaces, elevator and skylights.",2092 Duncan Rd,RN,Single Family Detached Dwelling,New Const.,1725580800000,2026-02-03,43726,Issued,1500000,1,387,169.88,0,Yes,,,New Construction,Permit Issued,6f3f5758-d9af-48f9-ab20-78bbd21f165c,2,PLAN 626 LOT 68 PT LOT 67   ,43.479644616083704,-79.65290011555928
18627,2519783,2016 000926 000 00 RN,"Construction of second storey addition (solarium 13.47m2) and covered porch on existing terrace (16.35m2).  Remove existing handrails on third floor balcony, replace with glass railings.",6 Raymar Place,RN,Single Family Detached Dwelling,Addition,1464566400000,2016-07-07,40810,Closed,50000,0,13.47,,,Yes,1508284800000,,Addition,Closed,53346922-0eab-4ae1-b638-7b607f05df65,3,PLAN M353 LOT 19   ,43.44977197777925,-79.65909971558088
18679,2483780,2026 003247 000 00 BDP,"Construction of a two storey single dwelling with finished basement with walk-up; elevator, skylight, front and rear covered porch and attached garage.",312 Dalewood Drive,BDP,House - Part 9 - Detached House,New Construction,1770595200000,,42441,Resubmission Required,1500000,1,566.07,264.15,0,Yes,,,New Construction,Permit in Progress,4b17c0e3-8155-458f-9ec9-64c72fb462dd,2,PLAN 1322 LOT 38   ,43.46897412121411,-79.65607506703415
19014,2499424,2023 154575 000 00 RN,"Construction of two (2) story single family dwelling with 2 car attached garage, 1 car port with attached storage, front and rear covered porches, finished basement, gas fireplaces, elevator, and rear cabana with plumbing.",258 Elton Park Rd,RN,Single Family Detached Dwelling,New Const.,1701820800000,2024-03-06,41946,Issued,3000000,1,721.56,360.24,0,Yes,1716854400000,,New Construction,Permit Issued,41b5b155-0c54-4744-9418-8346a67b8f97,2,PLAN M47 LOT 11   ,43.45880558404666,-79.66361101082022
19102,2559072,2025 110632 000 00 BDP,"LOT SPECIFIC - Based on Model 2002 Mod Elevation A. BLK 20 &ndash; Unit 5.Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab.Fireplace. Main and Upper Rear Balcony, Upper Floor Front Balcony. Unfinished Basement, Finish Foyer and Cold Cellar. 3 Bedrooms
",341 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746403200000,2025-07-25,128941,Issued,380380,1,299.33,20.25,0,No,1754524800000,,New Construction,Permit Issued,f6f383ae-9f1e-4597-9fc3-dd31ad7f56d8,3,PLAN M1301 PT BLK 20 RP 20R23111 PART 12,43.45437752487501,-79.67370343290538
19138,2534770,2018 001800 000 00 AA,"Interior alterations to existing laundry room - Removing all washers and dryers, updating washroom and converting laundry room to meeting room, construct new accessible ramp to front door (62.6 m2) Laundry Room Next to Unit 55",2250 Golden Briar Trail,AA,Condominium Apartment,Alt./Improve,1542758400000,,53368,Cancelled,31300,0,62.6,,,No,,,Renovation & Repair,Cancelled,9194fc11-59e5-4883-b5b7-5c43b6a95ab4,,"CON 1 SDS PT LOTS 11,12 RP 20R10444 PART PTS 1 & 2 & PARTS 4,5,8,9,13 ",43.482804840538705,-79.70877647589377
19139,2534770,2019 000849 000 00 AA,"Interior alterations to existing laundry room - Removing all washers and dryers, updating washroom and converting laundry room to meeting room, construct new accessible ramp to front door (62.6 m2) Laundry Room Next to Unit 55",2250 Golden Briar Trail,AA,Condominium Apartment,Alt./Improve,1559088000000,2019-08-19,53368,Closed,50000,0,62.6,,,No,,,Renovation & Repair,Closed,86b343b4-faed-4b03-adee-83a9dbc8f055,,"CON 1 SDS PT LOTS 11,12 RP 20R10444 PART PTS 1 & 2 & PARTS 4,5,8,9,13 ",43.482804840538705,-79.70877647589377
19615,2492790,2018 000402 REV 03 RA,Revision to Install car lift structure in garage with an underground garage pit/room.  New door from under ground garage to basement laundry room.  Change in direction of man door swing from garage to house on main floor.  Changes to foundations. No GFA added. No HVAC changes proposed. ,68 Navy St,RA,Semi-Detached Dwelling,Alt./Improve,1706745600000,,25156,Closed,25000,0,20,,,No,,,Renovation & Repair,Closed,f32fff07-e358-4b11-bb21-3628f68fc55b,2,PLAN 1 BLK 51 PT LOT 6   ,43.44310524554186,-79.66888756884603
20046,2508030,2026 004178 000 00 BDP,"Lot Specific based on model 6003A for Lot 433. Construction of a two-storey single detached dwelling with 5 bedrooms, 6 bathrooms, Finished Basement Landing, Covered Porch, Attached Garage, Deck and Elevator.",1269 Meadowside Path,BDP,House - Part 9 - Detached House,New Construction,1772496000000,2026-03-27,119188,Issued,1127920,1,563.96,0,0,No,1779321600000,,New Construction,Permit Issued,d7ba8fc1-64a1-466a-9e69-f42929dc0cd5,2,PLAN M1223 LOT 433,43.42201474867765,-79.74368246337555
20241,2529133,2019 000898 000 00 RA,"Addition of elevator, changes to bedroom on second storey to accommodate new elevator and changing tub to shower. Addition of laundry tub in basement. Basement unfinished. ",2176 Rochester Circle,RA,Single Family Detached Dwelling,Alt./Improve,1559692800000,2019-07-17,79715,Closed,80000,0,10,,,No,,,Renovation & Repair,Closed,9f7e94b7-fc88-4a94-a2ca-bfc810fdbd64,1,PLAN M913 LOT 37,43.42449175470411,-79.7636817849892
20306,2555869,2023 109663 000 00 TH,"Model Type B1 - Interior Unit, Block B - Unit 11
3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch.    3 Bedrooms with finished basement and Elevator.
",134 East St,TH,Row House - Condominium,New Const.,1684800000000,2023-10-12,113793,Conditional,500000,1,271.8,75.2,0,No,1699401600000,,New Construction,Occupancy Granted,72a495e2-2174-4476-9f00-b172b0606578,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 11,43.39926897907519,-79.70786708521362
20328,2491034,2021 127064 000 00 RN,"Construction of two storey single dwelling including attached garage, basement walk-up, basement finish, storage room in basement, pool equipment room, elevator, covered rear/front porch, 
",145 Sybella Dr,RN,Single Family Detached Dwelling,New Const.,1630540800000,2022-09-09,31000,Closed,886885,1,372,241.44,0,Yes,1665532800000,,New Construction,Closed,8f153563-5c1c-4588-a2fc-590db4fef112,2,PLAN 621 LOT 13   ,43.43043362903225,-79.6874082506341
20434,2521236,2024 221772 000 00 RN,"Construction of a two storey single family dwelling with an attached garage, finished basement, elevator, front covered porch, rear patio (uncovered) and walkout basement",1594 Venetia Dr,RN,Single Family Detached Dwelling,New Const.,1732233600000,,8558,Cancelled,1600000,1,430.76,184.12,0,Yes,,,New Construction,Cancelled,6e7283bc-787a-4812-9048-91eb4728cd3b,2,PLAN 1252 LOT 4   ,43.40593856608621,-79.69935044581493
20907,2555563,2023 109559 000 00 TH,"Model Type C - Interior Unit, Block A - Unit 3
3 Storey single dwelling Townhouse, attached rear lane garage with amenity balcony above garage and covered porch,  4 Bedroom with finished basement and Elevator.
",2280 Sovereign St,TH,Row House - Condominium,New Const.,1685059200000,2024-02-14,113785,Conditional,500000,1,299.5,71.5,0,No,1708992000000,,New Construction,Occupancy Granted,7810dc2e-ce39-4ddd-9a16-0dea7590efc3,3,PLAN M1265 PT BLK 1 RP 20R22769 PART 3,43.39917524033665,-79.70844617751247
20932,2554571,2015 001374 000 00 TH,"New Townhouse - &quot;The Linden&quot; -  Interior unit. 3 Bedroom. This lot elevation &quot;A&quot;  (211.54m2), finished basement (23.61m2), attached garage (57.00m2), covered porches (2.20m2), complete with 2 decks. Options: with elevator. Includes water service inspection fee.",2187 Lillykin St Block K - Lot 109,TH,Row or Town House,New Const.,1439424000000,2015-11-05,108665,Closed,381000,1,211.54,,,No,1447718400000,,New Construction,Closed,f4588178-c2af-4f65-aec7-7814f723e345,,PLAN M1162 PT BLK 8 RP 20R20529 PARTS 81 AND 116 ,43.4790278558326,-79.7091848296364
20969,2559076,2025 110639 000 00 BDP,"LOT SPECIFIC - Based on Model 2001 Elevation A. BLK 20 &ndash; Unit 8. Construction of a 3 Storey Town House with Attached Garage, Covered Porch, Elevator 41&apos;X41&apos; Cab, Fireplace. Main and Upper Rear Balcony, Upper Floor Front Balcony. Unfinished Basement, 3 PC Rought-in. Storage and Bar Rought-in Finish Foyer and Cold Cellar. 3 Bedrooms.
",335 Helen Lawson Lane,BDP,House - Part 9 - Town House,New Construction,1746403200000,2025-07-25,128940,Issued,362560,1,291.62,11.52,0,No,1754438400000,,New Construction,Permit Issued,3f7ec0a9-160a-4247-91c9-df085aff87b9,3,PLAN M1301 PT BLK 20 RP 20R23111 PARTS 18 TO 21,43.454270060645534,-79.67351417182167
21227,2534785,2019 001340 000 00 AA,Proposed addition of barrier free washroom in common area in basement level (40.51m2). No GFA added ,2185 Marine Drive Unit 101,AA,Rental Apartment,Alt./Improve,1565049600000,2019-11-20,10779,Closed,45000,0,40.51,,,No,,,Renovation & Repair,Closed,4a5389fe-dafa-4932-a934-fc678a824af0,,"HALT CONDO PLAN 83 LEVEL 1 UNIT 1 LEVEL A UNITS 72,73 ",43.400216286542594,-79.70403115483568
21737,2525733,2025 107290 000 00 BDP,Interior renovation of 2-storey apartment. Second storey terrace renovation with addition on an elevator from first floor garage to second floor terrace. New elevator building on outdoor terrace. Remove existing brick wall to make way for elevator building. New roof structure over existing deck. Cosmetic repairs to south facing facade. ,209 Lakeshore Road E,BDP,Apartments,Alteration/repair OR Alteration/finish to an existing building,1746057600000,2025-07-23,24625,Issued,1000000,0,0,0,0,,1757203200000,,Renovation & Repair,Permit Issued,489054c0-dada-4f06-a64e-7eef89a83300,,PLAN 1 BLK 7 PT LOT D   ,43.446071457490284,-79.66831955504915
22040,2551770,2025 131751 000 00 BDP,"Construction of a 2 storey single dwelling with reverse grade driveway with underground ramp, basement level garage, finished basement, side yard basement walk-up, inground pool in foundation, elevator, front and rear covered porches.
",21 Pebbleridge Place,BDP,House - Part 9 - Detached House,New Construction,1770681600000,2026-05-27,121799,Issued,3500000,1,689.82,342.82,0,Yes,,,New Construction,Permit Issued,0add7b25-be0f-416f-a1f7-cac8979a3fdb,2,PLAN M1248 LOT 10 RP 20R22193 PART 5,43.4304710721462,-79.67975525399892
22386,2551828,2024 108978 000 00 RN,"Construction of 2 storey detached family dwelling with 3 car garage, finished basement with walk out, covered deck and barbecue at rear and at south-east side and elevator.",52 Pebbleridge Pl,RN,Single Family Detached Dwelling,New Const.,1716336000000,2024-10-25,121802,Issued,2000000,1,435.31,320.96,0,Yes,1745366400000,,New Construction,Permit Issued,f96d71ed-3800-4cc9-bf92-3bb4495fe604,2,PLAN M1248 LOT 13 RP 20R22193 PART 7,43.43107365358829,-79.68097947354894
22828,2553831,2023 107262 000 00 RA,Create an opening on the second and ground floor for the installation of a self-supporting elevator.  No GFA Added.,3241 Sawmill St,RA,Single Family Detached Dwelling,Alt./Improve,1680652800000,2023-07-11,106075,Closed,5000,0,1.32,,,Yes,,,Renovation & Repair,Closed,0eb454e9-5649-42a2-b62c-c896d7b31c92,,PLAN M1143 LOT 129,43.48116422982785,-79.73985035781926
22842,2502749,2016 000263 000 00 RA,"Construct new curved exterior barrier free access ramp to front entrance of dwelling. Interior alteration to main floor and basement, adding new interior staircase. Existing side entry landing to be removed to suit new interior changes. No GFA added.",2091 Eighth Line,RA,Single Family Detached Dwelling,Alt./Improve,1456099200000,2016-03-03,1985,Closed,80000,0,24.92,,,No,,,Renovation & Repair,Closed,8dffc017-7218-4590-999d-c444ce0278f6,,PLAN M351 LOT 131   ,43.48331611706257,-79.69862118888369
23033,2492456,2018 000403 REV 03 RA,Revision to Install car lift structure in garage with an underground garage pit/room.  New door from under ground garage to basement laundry room.  Change in direction of man door swing from garage to house on main floor.  Changes to foundations. No HVAC changes proposed. ,70 Navy St,RA,Semi-Detached Dwelling,Alt./Improve,1706745600000,2024-03-11,104715,Closed,25000,0,20,,,No,,,Renovation & Repair,Closed,bd0e839f-6b15-4ea1-8c1e-ca74ec914482,2,PLAN 1 BLK 51 PT LOTS 4 AND 6 RP 20R18998 PART 5,43.44317999765571,-79.66899381219785
23100,2524284,2024 223408 000 00 RN,"Proposed Two Storey Dwelling with attached garage with car lift, finished basement, covered front and rear porch",307 Chartwell Rd,RN,Single Family Detached Dwelling,New Const.,1733184000000,2025-04-22,41884,Issued,5000000,1,669.6,503.7,0,Yes,1749081600000,,New Construction,Permit Issued,d6e3d9d6-34ac-4584-87f0-571f6709b83c,2,CON 3 SDS PT LOT 10   ,43.459669012596095,-79.66563460369845
23680,2492792,2024 222433 000 00 TH,"Interior alterations to remove existing staircase, loadbearing wall; and install new staircase, elevator, bsmt mech&rsquo;l room, new mudroom, open up Family rm, kitchen renovate, relocate fireplace, new Pwdr rm; and reconfigure Primary Bdrm &amp; ensuite, laundry rm; remove Bdrm 2 and alter Bdrm ensuite - unit 1. GFA added. Add a new HVAC system on the top floor.",152 Robinson St,TH,Row or Town House,Alt./Improve,1732492800000,2025-01-21,25270,Issued,200000,0,149.68,39.8,0,No,1740009600000,,Renovation & Repair,Permit Issued,c7740fcb-fbaa-470a-a600-27b4b82e60ea,,"PLAN 1 BLK 13 PT LOT B RP 20R9845 PARTS 5,6  ",43.443946321840976,-79.66837896322625
23904,2551821,2024 203968 000 00 RN,"Construction of a 2 storey single dwelling with attached garage, finished basement, underground parking, below grade covered patio with walk-up stairs to side yard and rear; raised rear uncovered patio with gazebo, covered front porch; elevator, gas fireplaces; and skylight on lower rear level roof. ",37 Pebbleridge Pl,RN,Single Family Detached Dwelling,New Const.,1719878400000,2025-01-06,121797,Issued,3500000,1,706.22,407.79,0,Yes,1745971200000,,New Construction,Permit Issued,db6e02bc-fbcf-4b79-9189-f1ef53df630e,2,PLAN M1248 LOT 8,43.43116317868627,-79.67990592191445
24205,2503183,2016 002883 REV 01 RA,Revision to permit - addition of elevator ,2132 Shelley Road,RA,Single Family Detached Dwelling,Alt./Improve,1496275200000,2017-06-28,11839,Closed,0,0,0,,,No,,,Renovation & Repair,Closed,a860acc8-7539-496b-9cc9-485e6504e9d9,,PLAN 1060 LOT 48   ,43.40833389955196,-79.71184620089784
24278,2492772,2023 108566 000 00 RA,"Interior Alterations to Basement, Ground and Second Floors. Proposed Elevator. No gross floor area (GFA) added.",148 Robinson St,RA,Row or Town House,Alt./Improve,1683072000000,2023-05-11,25268,Issued,800000,0,417,,,Yes,,,Renovation & Repair,Permit Issued,c19b6078-fab6-44e9-9a55-12bf59c7c5b8,,"PLAN 1 BLK 13 PT LOT B RP 20R9845 PARTS 3,8  ",43.4438498710137,-79.66849671745433
24482,2556444,2015 001139 REV 01 TH,Revision to permit: Change to foundation design incl. elevator shaft update,80 Trafalgar Road Unit 2,TH,Row or Town House,Alt./Improve,1499385600000,2017-08-03,106524,Revoked,0,0,0,,,No,,,Renovation & Repair,Revoked,4e6469b0-b356-4399-80b5-26207a7a3eae,,PLAN 1 BLK 16 PT LOT C RP 20R22866 PART 2,43.44661580305738,-79.66554655723564
24650,2533574,2025 131445 000 00 BDP,"Construction of two (2) story single family dwelling with attached garage, basement finish, theatre and front/rear covered porches, proposed walk up, and elevator.",2081 Salmon Road,BDP,House - Part 9 - Detached House,New Construction,1765411200000,2026-05-15,9990,Issued,900000,1,351.73,164.62,0,Yes,,,New Construction,Permit Issued,fde0e96a-cf8a-4b1e-8e6d-5a8e88e2feee,2,PLAN 1422 LOT 3   ,43.40404352670157,-79.70312474532957
25174,2539320,2017 001049 000 00 TH,"New two storey townhome (206.14m2), covered front porch, rear terrace with wood pergola and planters (47.23m2), bsmt finish (38.87m2), underground garage (106.53m2) with shared covered driveway and shared garage ramp",10 Maple Grove Drive Unit 21,TH,Row House - Condominium,New Const.,1496793600000,2017-12-13,114503,Closed,,1,206.14,,,No,1525392000000,,New Construction,Closed,5fc4a4fb-3dc1-4da7-9633-311fdd31c8f3,,"CON 4 SDS PT LOT 6 & WATER LOT IN FRONT OF LOT 6 RP 20R3606 PARTS 1,2 RP 20R10812 PART 1",43.46655732091814,-79.64439563575328
25175,2539320,2017 001050 000 00 TH,"New two storey townhome (215.27m2), covered front porch, rear terrace with wood pergola and planters (42.25m2), bsmt finish (46.34m2), underground garage (104.67m2) with shared covered driveway and shared garage ramp",10 Maple Grove Drive Unit 20,TH,Row House - Condominium,New Const.,1496793600000,2017-12-13,114503,Closed,527170,1,215.27,,,No,1525392000000,,New Construction,Closed,bd27199b-3074-4c77-b463-6c471b345e2a,,"CON 4 SDS PT LOT 6 & WATER LOT IN FRONT OF LOT 6 RP 20R3606 PARTS 1,2 RP 20R10812 PART 1",43.46655732091814,-79.64439563575328
25176,2539320,2017 001051 000 00 TH,"New two storey townhome (216.02m2), covered front porch, rear terrace with wood pergola and planters (40.42m2), bsmt finish (46.09m2), underground garage (106.532) with shared covered driveway and shared garage ramp",10 Maple Grove Drive Unit 19,TH,Row House - Condominium,New Const.,1496793600000,2017-12-13,114503,Closed,527170,1,216.02,,,No,1525392000000,,New Construction,Closed,6ac06e57-2e9b-4f18-be50-8793fb2d31ba,,"CON 4 SDS PT LOT 6 & WATER LOT IN FRONT OF LOT 6 RP 20R3606 PARTS 1,2 RP 20R10812 PART 1",43.46655732091814,-79.64439563575328
25177,2539320,2017 001052 000 00 TH,"New two storey townhome (216.02m2), covered front porch, rear terrace with wood pergola and planters (40.42m2), bsmt finish (46.09m2), underground garage (106.53m2) with shared covered driveway and shared garage ramp",10 Maple Grove Drive Unit 18,TH,Row House - Condominium,New Const.,1496793600000,2017-12-13,114503,Closed,527170,1,216.02,,,No,1522022400000,,New Construction,Closed,97f348be-81ef-4da3-85e3-6cf3ed047773,,"CON 4 SDS PT LOT 6 & WATER LOT IN FRONT OF LOT 6 RP 20R3606 PARTS 1,2 RP 20R10812 PART 1",43.46655732091814,-79.64439563575328
25178,2539320,2017 001053 000 00 TH,"New two storey townhome (215.27m2), covered front porch, rear terrace with wood pergola and planters (42.25m2), bsmt finish (46.34m2), underground garage (104.67m2) with shared covered driveway and shared garage ramp",10 Maple Grove Drive Unit 17,TH,Row House - Condominium,New Const.,1496793600000,2017-12-13,114503,Closed,527170,1,215.27,,,No,1522022400000,,New Construction,Closed,04ed487c-ea92-42e8-a7f3-4ef86854cee0,,"CON 4 SDS PT LOT 6 & WATER LOT IN FRONT OF LOT 6 RP 20R3606 PARTS 1,2 RP 20R10812 PART 1",43.46655732091814,-79.64439563575328
